Sensors in this area:
Sensor1 (lat:44, long:-0.3) ()
Sensor2 (lat:44, long:0.4) ()
Sensor11 (lat:44.4, long:-0.3) ()
Sensor12 (lat:44.4, long:0.4) ()
Sensor66 (lat:46.4, long:3.2) ()
Sensor76 (lat:46.8, long:3.2) ()
Sensor77 (lat:46.8, long:3.9) ()
Sensor86 (lat:47.2, long:3.2) ()
Sensor87 (lat:47.2, long:3.9) ()
Sensor96 (lat:47.6, long:3.2) ()
Sensor97 (lat:47.6, long:3.9) ()
Measures for this area: 
2019-04-19 12:00:00 Sensor97 SO2 46.06
2019-04-19 12:00:00 Sensor97 PM10 60.97
2019-04-20 12:00:00 Sensor97 O3 58.22
2019-04-20 12:00:00 Sensor97 NO2 43.25
2019-04-20 12:00:00 Sensor97 SO2 56.55
2019-04-20 12:00:00 Sensor97 PM10 45.48
2019-04-21 12:00:00 Sensor97 O3 52.25
2019-04-21 12:00:00 Sensor97 NO2 41.9
2019-04-21 12:00:00 Sensor97 SO2 42.71
2019-04-21 12:00:00 Sensor97 PM10 41.9
2019-04-22 12:00:00 Sensor97 O3 65.64
2019-04-22 12:00:00 Sensor97 NO2 51.09
2019-04-22 12:00:00 Sensor97 SO2 31.05
2019-04-22 12:00:00 Sensor97 PM10 52.39
2019-04-23 12:00:00 Sensor97 O3 48.7
2019-04-23 12:00:00 Sensor97 NO2 61.87
2019-04-23 12:00:00 Sensor97 SO2 42.49
2019-04-23 12:00:00 Sensor97 PM10 63.01
2019-04-24 12:00:00 Sensor97 O3 41.92
2019-04-24 12:00:00 Sensor97 NO2 37.77
2019-04-24 12:00:00 Sensor97 SO2 52
2019-04-24 12:00:00 Sensor97 PM10 67.83
2019-04-25 12:00:00 Sensor97 O3 30.61
2019-04-25 12:00:00 Sensor97 NO2 56.1
2019-04-25 12:00:00 Sensor97 SO2 55.48
2019-04-25 12:00:00 Sensor97 PM10 51.27
2019-04-26 12:00:00 Sensor97 O3 41.06
2019-04-26 12:00:00 Sensor97 NO2 54.1
2019-04-26 12:00:00 Sensor97 SO2 51.41
2019-04-26 12:00:00 Sensor97 PM10 49.57
2019-04-27 12:00:00 Sensor97 O3 61
2019-04-27 12:00:00 Sensor97 NO2 69.4
2019-04-27 12:00:00 Sensor97 SO2 53.68
2019-04-27 12:00:00 Sensor97 PM10 31.74
2019-04-28 12:00:00 Sensor97 O3 49.52
2019-04-28 12:00:00 Sensor97 NO2 66.17
2019-04-28 12:00:00 Sensor97 SO2 50.6
2019-04-28 12:00:00 Sensor97 PM10 38.62
2019-04-29 12:00:00 Sensor97 O3 35.25
2019-04-29 12:00:00 Sensor97 NO2 62.4
2019-04-29 12:00:00 Sensor97 SO2 58.67
2019-04-29 12:00:00 Sensor97 PM10 30.54
2019-04-30 12:00:00 Sensor97 O3 46.6
2019-04-30 12:00:00 Sensor97 NO2 45.18
2019-04-30 12:00:00 Sensor97 SO2 47.93
2019-04-30 12:00:00 Sensor97 PM10 61.27
2019-05-01 12:00:00 Sensor97 O3 44.12
2019-05-01 12:00:00 Sensor97 NO2 38.93
2019-05-01 12:00:00 Sensor97 SO2 50.32
2019-05-01 12:00:00 Sensor97 PM10 55.32
2019-05-02 12:00:00 Sensor97 O3 72.18
2019-05-02 12:00:00 Sensor97 NO2 59.69
2019-05-02 12:00:00 Sensor97 SO2 48.86
2019-05-02 12:00:00 Sensor97 PM10 47.28
2019-05-03 12:00:00 Sensor97 O3 58.9
2019-05-03 12:00:00 Sensor97 NO2 48.16
2019-05-03 12:00:00 Sensor97 SO2 67.25
2019-05-03 12:00:00 Sensor97 PM10 49.01
2019-05-04 12:00:00 Sensor97 O3 53.13
2019-05-04 12:00:00 Sensor97 NO2 51.67
2019-05-04 12:00:00 Sensor97 SO2 58.92
2019-05-04 12:00:00 Sensor97 PM10 47.63
2019-05-05 12:00:00 Sensor97 O3 38.99
2019-05-05 12:00:00 Sensor97 NO2 39.46
2019-05-05 12:00:00 Sensor97 SO2 44.25
2019-05-05 12:00:00 Sensor97 PM10 72.75
2019-05-06 12:00:00 Sensor97 O3 36.83
2019-05-06 12:00:00 Sensor97 NO2 47.84
2019-05-06 12:00:00 Sensor97 SO2 43.24
2019-05-06 12:00:00 Sensor97 PM10 69.62
2019-05-07 12:00:00 Sensor97 O3 36.61
2019-05-07 12:00:00 Sensor97 NO2 49.27
2019-05-07 12:00:00 Sensor97 SO2 51.5
2019-05-07 12:00:00 Sensor97 PM10 60.89
2019-05-08 12:00:00 Sensor97 O3 45.3
2019-05-08 12:00:00 Sensor97 NO2 44.72
2019-05-08 12:00:00 Sensor97 SO2 55.89
2019-05-08 12:00:00 Sensor97 PM10 38.32
2019-05-09 12:00:00 Sensor97 O3 54.21
2019-05-09 12:00:00 Sensor97 NO2 54.25
2019-05-09 12:00:00 Sensor97 SO2 59.53
2019-05-09 12:00:00 Sensor97 PM10 60.99
2019-05-10 12:00:00 Sensor97 O3 51.44
2019-05-10 12:00:00 Sensor97 NO2 47
2019-05-10 12:00:00 Sensor97 SO2 33.77
2019-05-10 12:00:00 Sensor97 PM10 35.18
2019-05-11 12:00:00 Sensor97 O3 38.58
2019-05-11 12:00:00 Sensor97 NO2 53.36
2019-05-11 12:00:00 Sensor97 SO2 39.74
2019-05-11 12:00:00 Sensor97 PM10 47.67
2019-05-12 12:00:00 Sensor97 O3 53.05
2019-05-12 12:00:00 Sensor97 NO2 47.28
2019-05-12 12:00:00 Sensor97 SO2 49.69
2019-05-12 12:00:00 Sensor97 PM10 50.92
2019-05-13 12:00:00 Sensor97 O3 47.43
2019-05-13 12:00:00 Sensor97 NO2 54.36
2019-05-13 12:00:00 Sensor97 SO2 39.94
2019-05-13 12:00:00 Sensor97 PM10 44.9
2019-05-14 12:00:00 Sensor97 O3 54.79
2019-05-14 12:00:00 Sensor97 NO2 66.61
2019-05-14 12:00:00 Sensor97 SO2 37.14
2019-05-14 12:00:00 Sensor97 PM10 52.15
2019-05-15 12:00:00 Sensor97 O3 42.26
2019-05-15 12:00:00 Sensor97 NO2 58.86
2019-05-15 12:00:00 Sensor97 SO2 62.15
2019-05-15 12:00:00 Sensor97 PM10 38.51
2019-05-16 12:00:00 Sensor97 O3 42.85
2019-05-16 12:00:00 Sensor97 NO2 40.83
2019-05-16 12:00:00 Sensor97 SO2 48.91
2019-05-16 12:00:00 Sensor97 PM10 56.3
2019-05-17 12:00:00 Sensor97 O3 63.33
2019-05-17 12:00:00 Sensor97 NO2 44.14
2019-05-17 12:00:00 Sensor97 SO2 43.75
2019-05-17 12:00:00 Sensor97 PM10 37.49
2019-05-18 12:00:00 Sensor97 O3 50.43
2019-05-18 12:00:00 Sensor97 NO2 53.7
2019-05-18 12:00:00 Sensor97 SO2 50.66
2019-05-18 12:00:00 Sensor97 PM10 56.7
2019-05-19 12:00:00 Sensor97 O3 65.59
2019-05-19 12:00:00 Sensor97 NO2 56.09
2019-05-19 12:00:00 Sensor97 SO2 33.69
2019-05-19 12:00:00 Sensor97 PM10 50.2
2019-05-20 12:00:00 Sensor97 O3 55.64
2019-05-20 12:00:00 Sensor97 NO2 70.94
2019-05-20 12:00:00 Sensor97 SO2 72.17
2019-05-20 12:00:00 Sensor97 PM10 55.1
2019-05-21 12:00:00 Sensor97 O3 59.68
2019-05-21 12:00:00 Sensor97 NO2 52.49
2019-05-21 12:00:00 Sensor97 SO2 34.17
2019-05-21 12:00:00 Sensor97 PM10 48.91
2019-05-22 12:00:00 Sensor97 O3 50.29
2019-05-22 12:00:00 Sensor97 NO2 53.83
2019-05-22 12:00:00 Sensor97 SO2 53.07
2019-05-22 12:00:00 Sensor97 PM10 33.14
2019-05-23 12:00:00 Sensor97 O3 55.97
2019-05-23 12:00:00 Sensor97 NO2 44.08
2019-05-23 12:00:00 Sensor97 SO2 28.56
2019-05-23 12:00:00 Sensor97 PM10 28.7
2019-05-24 12:00:00 Sensor97 O3 45.68
2019-05-24 12:00:00 Sensor97 NO2 39.06
2019-05-24 12:00:00 Sensor97 SO2 49.28
2019-05-24 12:00:00 Sensor97 PM10 36.43
2019-05-25 12:00:00 Sensor97 O3 36.94
2019-05-25 12:00:00 Sensor97 NO2 43.03
2019-05-25 12:00:00 Sensor97 SO2 40.3
2019-05-25 12:00:00 Sensor97 PM10 57.02
2019-05-26 12:00:00 Sensor97 O3 41.08
2019-05-26 12:00:00 Sensor97 NO2 52.44
2019-05-26 12:00:00 Sensor97 SO2 44.13
2019-05-26 12:00:00 Sensor97 PM10 44.52
2019-05-27 12:00:00 Sensor97 O3 51.57
2019-05-27 12:00:00 Sensor97 NO2 25.42
2019-05-27 12:00:00 Sensor97 SO2 46.6
2019-05-27 12:00:00 Sensor97 PM10 63.2
2019-05-28 12:00:00 Sensor97 O3 34.7
2019-05-28 12:00:00 Sensor97 NO2 49.05
2019-05-28 12:00:00 Sensor97 SO2 31.73
2019-05-28 12:00:00 Sensor97 PM10 54.2
2019-05-29 12:00:00 Sensor97 O3 50.58
2019-05-29 12:00:00 Sensor97 NO2 44.47
2019-05-29 12:00:00 Sensor97 SO2 44.93
2019-05-29 12:00:00 Sensor97 PM10 47.82
2019-05-30 12:00:00 Sensor97 O3 48.22
2019-05-30 12:00:00 Sensor97 NO2 65.37
2019-05-30 12:00:00 Sensor97 SO2 55.17
2019-05-30 12:00:00 Sensor97 PM10 37.59
2019-05-31 12:00:00 Sensor97 O3 39.82
2019-05-31 12:00:00 Sensor97 NO2 47.64
2019-05-31 12:00:00 Sensor97 SO2 60.09
2019-05-31 12:00:00 Sensor97 PM10 64.44
2019-06-01 12:00:00 Sensor97 O3 71.32
2019-06-01 12:00:00 Sensor97 NO2 45.01
2019-06-01 12:00:00 Sensor97 SO2 68.29
2019-06-01 12:00:00 Sensor97 PM10 60.88
2019-06-02 12:00:00 Sensor97 O3 67.88
2019-06-02 12:00:00 Sensor97 NO2 56.92
2019-06-02 12:00:00 Sensor97 SO2 43.52
2019-06-02 12:00:00 Sensor97 PM10 25.24
2019-06-03 12:00:00 Sensor97 O3 28.69
2019-06-03 12:00:00 Sensor97 NO2 30.02
2019-06-03 12:00:00 Sensor97 SO2 56.45
2019-06-03 12:00:00 Sensor97 PM10 53.73
2019-06-04 12:00:00 Sensor97 O3 46.53
2019-06-04 12:00:00 Sensor97 NO2 25.44
2019-06-04 12:00:00 Sensor97 SO2 61.85
2019-06-04 12:00:00 Sensor97 PM10 47.31
2019-06-05 12:00:00 Sensor97 O3 48.22
2019-06-05 12:00:00 Sensor97 NO2 62.47
2019-06-05 12:00:00 Sensor97 SO2 76.02
2019-06-05 12:00:00 Sensor97 PM10 56.44
2019-06-06 12:00:00 Sensor97 O3 54.88
2019-06-06 12:00:00 Sensor97 NO2 50.29
2019-06-06 12:00:00 Sensor97 SO2 35.82
2019-06-06 12:00:00 Sensor97 PM10 56.15
2019-06-07 12:00:00 Sensor97 O3 42.38
2019-06-07 12:00:00 Sensor97 NO2 63.16
2019-06-07 12:00:00 Sensor97 SO2 56.98
2019-06-07 12:00:00 Sensor97 PM10 62.59
2019-06-08 12:00:00 Sensor97 O3 49.08
2019-06-08 12:00:00 Sensor97 NO2 24.22
2019-06-08 12:00:00 Sensor97 SO2 55.97
2019-06-08 12:00:00 Sensor97 PM10 57.41
2019-06-09 12:00:00 Sensor97 O3 33.93
2019-06-09 12:00:00 Sensor97 NO2 58.12
2019-06-09 12:00:00 Sensor97 SO2 27.38
2019-06-09 12:00:00 Sensor97 PM10 58.22
2019-06-10 12:00:00 Sensor97 O3 53.64
2019-06-10 12:00:00 Sensor97 NO2 46.49
2019-06-10 12:00:00 Sensor97 SO2 32.23
2019-06-10 12:00:00 Sensor97 PM10 44.12
2019-06-11 12:00:00 Sensor97 O3 46.42
2019-06-11 12:00:00 Sensor97 NO2 39.49
2019-06-11 12:00:00 Sensor97 SO2 45.82
2019-06-11 12:00:00 Sensor97 PM10 38.1
2019-06-12 12:00:00 Sensor97 O3 57.71
2019-06-12 12:00:00 Sensor97 NO2 41.99
2019-06-12 12:00:00 Sensor97 SO2 56.34
2019-06-12 12:00:00 Sensor97 PM10 39.42
2019-06-13 12:00:00 Sensor97 O3 44.35
2019-06-13 12:00:00 Sensor97 NO2 57.46
2019-06-13 12:00:00 Sensor97 SO2 43.26
2019-06-13 12:00:00 Sensor97 PM10 58.48
2019-06-14 12:00:00 Sensor97 O3 38.92
2019-06-14 12:00:00 Sensor97 NO2 41.82
2019-06-14 12:00:00 Sensor97 SO2 33.36
2019-06-14 12:00:00 Sensor97 PM10 39.92
2019-06-15 12:00:00 Sensor97 O3 61.51
2019-06-15 12:00:00 Sensor97 NO2 29.21
2019-06-15 12:00:00 Sensor97 SO2 60.25
2019-06-15 12:00:00 Sensor97 PM10 52.38
2019-06-16 12:00:00 Sensor97 O3 46.45
2019-06-16 12:00:00 Sensor97 NO2 45.03
2019-06-16 12:00:00 Sensor97 SO2 48.47
2019-06-16 12:00:00 Sensor97 PM10 55.25
2019-06-17 12:00:00 Sensor97 O3 52.66
2019-06-17 12:00:00 Sensor97 NO2 71.23
2019-06-17 12:00:00 Sensor97 SO2 35.16
2019-06-17 12:00:00 Sensor97 PM10 42.33
2019-06-18 12:00:00 Sensor97 O3 59.91
2019-06-18 12:00:00 Sensor97 NO2 55.62
2019-06-18 12:00:00 Sensor97 SO2 31
2019-06-18 12:00:00 Sensor97 PM10 57.99
2019-06-19 12:00:00 Sensor97 O3 43.42
2019-06-19 12:00:00 Sensor97 NO2 46.47
2019-06-19 12:00:00 Sensor97 SO2 43.19
2019-06-19 12:00:00 Sensor97 PM10 49.07
2019-06-20 12:00:00 Sensor97 O3 54.91
2019-06-20 12:00:00 Sensor97 NO2 53.15
2019-06-20 12:00:00 Sensor97 SO2 36.55
2019-06-20 12:00:00 Sensor97 PM10 30.57
2019-06-21 12:00:00 Sensor97 O3 38.35
2019-06-21 12:00:00 Sensor97 NO2 48.73
2019-06-21 12:00:00 Sensor97 SO2 27.44
2019-06-21 12:00:00 Sensor97 PM10 32.14
2019-06-22 12:00:00 Sensor97 O3 36.54
2019-06-22 12:00:00 Sensor97 NO2 60.8
2019-06-22 12:00:00 Sensor97 SO2 45.59
2019-06-22 12:00:00 Sensor97 PM10 70.03
2019-06-23 12:00:00 Sensor97 O3 71.5
2019-06-23 12:00:00 Sensor97 NO2 59.47
2019-06-23 12:00:00 Sensor97 SO2 58.58
2019-06-23 12:00:00 Sensor97 PM10 42.56
2019-06-24 12:00:00 Sensor97 O3 67.63
2019-06-24 12:00:00 Sensor97 NO2 30.83
2019-06-24 12:00:00 Sensor97 SO2 58.5
2019-06-24 12:00:00 Sensor97 PM10 65.74
2019-06-25 12:00:00 Sensor97 O3 54.81
2019-06-25 12:00:00 Sensor97 NO2 72.03
2019-06-25 12:00:00 Sensor97 SO2 52.85
2019-06-25 12:00:00 Sensor97 PM10 48.9
2019-06-26 12:00:00 Sensor97 O3 46.37
2019-06-26 12:00:00 Sensor97 NO2 39.14
2019-06-26 12:00:00 Sensor97 SO2 32.29
2019-06-26 12:00:00 Sensor97 PM10 34.88
2019-06-27 12:00:00 Sensor97 O3 57.23
2019-06-27 12:00:00 Sensor97 NO2 43.98
2019-06-27 12:00:00 Sensor97 SO2 32.24
2019-06-27 12:00:00 Sensor97 PM10 30.47
2019-06-28 12:00:00 Sensor97 O3 58.22
2019-06-28 12:00:00 Sensor97 NO2 39.49
2019-06-28 12:00:00 Sensor97 SO2 53.84
2019-06-28 12:00:00 Sensor97 PM10 29.84
2019-06-29 12:00:00 Sensor97 O3 52.27
2019-06-29 12:00:00 Sensor97 NO2 33.4
2019-06-29 12:00:00 Sensor97 SO2 59.53
2019-06-29 12:00:00 Sensor97 PM10 59.04
2019-06-30 12:00:00 Sensor97 O3 58.11
2019-06-30 12:00:00 Sensor97 NO2 52.05
2019-06-30 12:00:00 Sensor97 SO2 43.36
2019-06-30 12:00:00 Sensor97 PM10 67.43
2019-07-01 12:00:00 Sensor97 O3 52.21
2019-07-01 12:00:00 Sensor97 NO2 44.7
2019-07-01 12:00:00 Sensor97 SO2 32.77
2019-07-01 12:00:00 Sensor97 PM10 31.37
2019-07-02 12:00:00 Sensor97 O3 56.05
2019-07-02 12:00:00 Sensor97 NO2 54.22
2019-07-02 12:00:00 Sensor97 SO2 61.22
2019-07-02 12:00:00 Sensor97 PM10 43.47
2019-07-03 12:00:00 Sensor97 O3 56.73
2019-07-03 12:00:00 Sensor97 NO2 31.38
2019-07-03 12:00:00 Sensor97 SO2 59.3
2019-07-03 12:00:00 Sensor97 PM10 53.75
2019-07-04 12:00:00 Sensor97 O3 50.29
2019-07-04 12:00:00 Sensor97 NO2 50.42
2019-07-04 12:00:00 Sensor97 SO2 48.57
2019-07-04 12:00:00 Sensor97 PM10 41.96
2019-07-05 12:00:00 Sensor97 O3 50.2
2019-07-05 12:00:00 Sensor97 NO2 50.28
2019-07-05 12:00:00 Sensor97 SO2 43.96
2019-07-05 12:00:00 Sensor97 PM10 70.76
2019-07-06 12:00:00 Sensor97 O3 29.75
2019-07-06 12:00:00 Sensor97 NO2 53.13
2019-07-06 12:00:00 Sensor97 SO2 54.62
2019-07-06 12:00:00 Sensor97 PM10 28.73
2019-07-07 12:00:00 Sensor97 O3 49.99
2019-07-07 12:00:00 Sensor97 NO2 50.59
2019-07-07 12:00:00 Sensor97 SO2 44.35
2019-07-07 12:00:00 Sensor97 PM10 46.48
2019-07-08 12:00:00 Sensor97 O3 54.73
2019-07-08 12:00:00 Sensor97 NO2 30.95
2019-07-08 12:00:00 Sensor97 SO2 55.04
2019-07-08 12:00:00 Sensor97 PM10 44.51
2019-07-09 12:00:00 Sensor97 O3 46.1
2019-07-09 12:00:00 Sensor97 NO2 50.55
2019-07-09 12:00:00 Sensor97 SO2 48.1
2019-07-09 12:00:00 Sensor97 PM10 58.84
2019-07-10 12:00:00 Sensor97 O3 58.05
2019-07-10 12:00:00 Sensor97 NO2 48.95
2019-07-10 12:00:00 Sensor97 SO2 47.91
2019-07-10 12:00:00 Sensor97 PM10 54.29
2019-07-11 12:00:00 Sensor97 O3 45.51
2019-07-11 12:00:00 Sensor97 NO2 48.23
2019-07-11 12:00:00 Sensor97 SO2 62.32
2019-07-11 12:00:00 Sensor97 PM10 54.21
2019-07-12 12:00:00 Sensor97 O3 44.97
2019-07-12 12:00:00 Sensor97 NO2 62.84
2019-07-12 12:00:00 Sensor97 SO2 55.21
2019-07-12 12:00:00 Sensor97 PM10 36.38
2019-07-13 12:00:00 Sensor97 O3 57.36
2019-07-13 12:00:00 Sensor97 NO2 54.71
2019-07-13 12:00:00 Sensor97 SO2 64.19
2019-07-13 12:00:00 Sensor97 PM10 66.69
2019-07-14 12:00:00 Sensor97 O3 72.98
2019-07-14 12:00:00 Sensor97 NO2 39
2019-07-14 12:00:00 Sensor97 SO2 45.75
2019-07-14 12:00:00 Sensor97 PM10 50.17
2019-07-15 12:00:00 Sensor97 O3 53.44
2019-07-15 12:00:00 Sensor97 NO2 59.34
2019-07-15 12:00:00 Sensor97 SO2 42.12
2019-07-15 12:00:00 Sensor97 PM10 58.02
2019-07-16 12:00:00 Sensor97 O3 45.99
2019-07-16 12:00:00 Sensor97 NO2 61.23
2019-07-16 12:00:00 Sensor97 SO2 55.94
2019-07-16 12:00:00 Sensor97 PM10 58.56
2019-07-17 12:00:00 Sensor97 O3 50.57
2019-07-17 12:00:00 Sensor97 NO2 38.15
2019-07-17 12:00:00 Sensor97 SO2 42.99
2019-07-17 12:00:00 Sensor97 PM10 25.1
2019-07-18 12:00:00 Sensor97 O3 61.92
2019-07-18 12:00:00 Sensor97 NO2 66.74
2019-07-18 12:00:00 Sensor97 SO2 44.14
2019-07-18 12:00:00 Sensor97 PM10 43.34
2019-07-19 12:00:00 Sensor97 O3 68.43
2019-07-19 12:00:00 Sensor97 NO2 53.72
2019-07-19 12:00:00 Sensor97 SO2 52.53
2019-07-19 12:00:00 Sensor97 PM10 55.21
2019-07-20 12:00:00 Sensor97 O3 47.47
2019-07-20 12:00:00 Sensor97 NO2 47.41
2019-07-20 12:00:00 Sensor97 SO2 41.88
2019-07-20 12:00:00 Sensor97 PM10 56.7
2019-07-21 12:00:00 Sensor97 O3 52.56
2019-07-21 12:00:00 Sensor97 NO2 53.12
2019-07-21 12:00:00 Sensor97 SO2 49.04
2019-07-21 12:00:00 Sensor97 PM10 60.22
2019-07-22 12:00:00 Sensor97 O3 47.05
2019-07-22 12:00:00 Sensor97 NO2 47.8
2019-07-22 12:00:00 Sensor97 SO2 47.17
2019-07-22 12:00:00 Sensor97 PM10 47.57
2019-07-23 12:00:00 Sensor97 O3 53.74
2019-07-23 12:00:00 Sensor97 NO2 44.08
2019-07-23 12:00:00 Sensor97 SO2 54.32
2019-07-23 12:00:00 Sensor97 PM10 49.52
2019-07-24 12:00:00 Sensor97 O3 43.22
2019-07-24 12:00:00 Sensor97 NO2 45.47
2019-07-24 12:00:00 Sensor97 SO2 39.78
2019-07-24 12:00:00 Sensor97 PM10 56.89
2019-07-25 12:00:00 Sensor97 O3 48.38
2019-07-25 12:00:00 Sensor97 NO2 44.86
2019-07-25 12:00:00 Sensor97 SO2 46.33
2019-07-25 12:00:00 Sensor97 PM10 42.73
2019-07-26 12:00:00 Sensor97 O3 51
2019-07-26 12:00:00 Sensor97 NO2 53.35
2019-07-26 12:00:00 Sensor97 SO2 46.44
2019-07-26 12:00:00 Sensor97 PM10 45.23
2019-07-27 12:00:00 Sensor97 O3 64.33
2019-07-27 12:00:00 Sensor97 NO2 53.93
2019-07-27 12:00:00 Sensor97 SO2 46.76
2019-07-27 12:00:00 Sensor97 PM10 41.92
2019-07-28 12:00:00 Sensor97 O3 51.24
2019-07-28 12:00:00 Sensor97 NO2 43.04
2019-07-28 12:00:00 Sensor97 SO2 61.45
2019-07-28 12:00:00 Sensor97 PM10 56.12
2019-07-29 12:00:00 Sensor97 O3 32.55
2019-07-29 12:00:00 Sensor97 NO2 26.16
2019-07-29 12:00:00 Sensor97 SO2 48.04
2019-07-29 12:00:00 Sensor97 PM10 74.7
2019-07-30 12:00:00 Sensor97 O3 60.52
2019-07-30 12:00:00 Sensor97 NO2 51.77
2019-07-30 12:00:00 Sensor97 SO2 46.34
2019-07-30 12:00:00 Sensor97 PM10 51.59
2019-07-31 12:00:00 Sensor97 O3 32.48
2019-07-31 12:00:00 Sensor97 NO2 51.99
2019-07-31 12:00:00 Sensor97 SO2 47.18
2019-07-31 12:00:00 Sensor97 PM10 63.46
2019-08-01 12:00:00 Sensor97 O3 47.73
2019-08-01 12:00:00 Sensor97 NO2 49.05
2019-08-01 12:00:00 Sensor97 SO2 66.34
2019-08-01 12:00:00 Sensor97 PM10 55.78
2019-08-02 12:00:00 Sensor97 O3 55.95
2019-08-02 12:00:00 Sensor97 NO2 32.59
2019-08-02 12:00:00 Sensor97 SO2 53.03
2019-08-02 12:00:00 Sensor97 PM10 69.52
2019-08-03 12:00:00 Sensor97 O3 61.43
2019-08-03 12:00:00 Sensor97 NO2 54.24
2019-08-03 12:00:00 Sensor97 SO2 34.45
2019-08-03 12:00:00 Sensor97 PM10 45.34
2019-08-04 12:00:00 Sensor97 O3 37.2
2019-08-04 12:00:00 Sensor97 NO2 68.39
2019-08-04 12:00:00 Sensor97 SO2 53.91
2019-08-04 12:00:00 Sensor97 PM10 41.86
2019-08-05 12:00:00 Sensor97 O3 44.4
2019-08-05 12:00:00 Sensor97 NO2 56.84
2019-08-05 12:00:00 Sensor97 SO2 50.02
2019-08-05 12:00:00 Sensor97 PM10 48.79
2019-08-06 12:00:00 Sensor97 O3 54.51
2019-08-06 12:00:00 Sensor97 NO2 62.22
2019-08-06 12:00:00 Sensor97 SO2 50.27
2019-08-06 12:00:00 Sensor97 PM10 60.05
2019-08-07 12:00:00 Sensor97 O3 55.82
2019-08-07 12:00:00 Sensor97 NO2 68.68
2019-08-07 12:00:00 Sensor97 SO2 61.74
2019-08-07 12:00:00 Sensor97 PM10 41.5
2019-08-08 12:00:00 Sensor97 O3 33.6
2019-08-08 12:00:00 Sensor97 NO2 46.48
2019-08-08 12:00:00 Sensor97 SO2 60.42
2019-08-08 12:00:00 Sensor97 PM10 32.05
2019-08-09 12:00:00 Sensor97 O3 25.38
2019-08-09 12:00:00 Sensor97 NO2 46.46
2019-08-09 12:00:00 Sensor97 SO2 66.62
2019-08-09 12:00:00 Sensor97 PM10 46.49
2019-08-10 12:00:00 Sensor97 O3 46.55
2019-08-10 12:00:00 Sensor97 NO2 46.45
2019-08-10 12:00:00 Sensor97 SO2 44.52
2019-08-10 12:00:00 Sensor97 PM10 67.33
2019-08-11 12:00:00 Sensor97 O3 60.46
2019-08-11 12:00:00 Sensor97 NO2 50.21
2019-08-11 12:00:00 Sensor97 SO2 33.01
2019-08-11 12:00:00 Sensor97 PM10 35.02
2019-08-12 12:00:00 Sensor97 O3 45.13
2019-08-12 12:00:00 Sensor97 NO2 50.08
2019-08-12 12:00:00 Sensor97 SO2 56.16
2019-08-12 12:00:00 Sensor97 PM10 58.74
2019-08-13 12:00:00 Sensor97 O3 23.12
2019-08-13 12:00:00 Sensor97 NO2 57.08
2019-08-13 12:00:00 Sensor97 SO2 62.96
2019-08-13 12:00:00 Sensor97 PM10 55.52
2019-08-14 12:00:00 Sensor97 O3 47.85
2019-08-14 12:00:00 Sensor97 NO2 61.47
2019-08-14 12:00:00 Sensor97 SO2 74.41
2019-08-14 12:00:00 Sensor97 PM10 38.11
2019-08-15 12:00:00 Sensor97 O3 46.02
2019-08-15 12:00:00 Sensor97 NO2 65.44
2019-08-15 12:00:00 Sensor97 SO2 59.07
2019-08-15 12:00:00 Sensor97 PM10 47.44
2019-08-16 12:00:00 Sensor97 O3 61.09
2019-08-16 12:00:00 Sensor97 NO2 60.08
2019-08-16 12:00:00 Sensor97 SO2 44.49
2019-08-16 12:00:00 Sensor97 PM10 33.36
2019-08-17 12:00:00 Sensor97 O3 52.96
2019-08-17 12:00:00 Sensor97 NO2 42.34
2019-08-17 12:00:00 Sensor97 SO2 51.76
2019-08-17 12:00:00 Sensor97 PM10 41.96
2019-08-18 12:00:00 Sensor97 O3 34.26
2019-08-18 12:00:00 Sensor97 NO2 62.53
2019-08-18 12:00:00 Sensor97 SO2 58.51
2019-08-18 12:00:00 Sensor97 PM10 47.59
2019-08-19 12:00:00 Sensor97 O3 42.9
2019-08-19 12:00:00 Sensor97 NO2 40.8
2019-08-19 12:00:00 Sensor97 SO2 71.27
2019-08-19 12:00:00 Sensor97 PM10 62.86
2019-08-20 12:00:00 Sensor97 O3 69.83
2019-08-20 12:00:00 Sensor97 NO2 42.85
2019-08-20 12:00:00 Sensor97 SO2 51.21
2019-08-20 12:00:00 Sensor97 PM10 50.47
2019-08-21 12:00:00 Sensor97 O3 55.31
2019-08-21 12:00:00 Sensor97 NO2 46.55
2019-08-21 12:00:00 Sensor97 SO2 25.88
2019-08-21 12:00:00 Sensor97 PM10 72
2019-08-22 12:00:00 Sensor97 O3 39.52
2019-08-22 12:00:00 Sensor97 NO2 61.17
2019-08-22 12:00:00 Sensor97 SO2 59.28
2019-08-22 12:00:00 Sensor97 PM10 53.21
2019-08-23 12:00:00 Sensor97 O3 51.54
2019-08-23 12:00:00 Sensor97 NO2 46.54
2019-08-23 12:00:00 Sensor97 SO2 42.03
2019-08-23 12:00:00 Sensor97 PM10 31.98
2019-08-24 12:00:00 Sensor97 O3 25.1
2019-08-24 12:00:00 Sensor97 NO2 53.14
2019-08-24 12:00:00 Sensor97 SO2 64.15
2019-08-24 12:00:00 Sensor97 PM10 62.12
2019-08-25 12:00:00 Sensor97 O3 45.07
2019-08-25 12:00:00 Sensor97 NO2 64.08
2019-08-25 12:00:00 Sensor97 SO2 57.09
